study,prenr,year,field,glescomp,survey,Fortlaufende,STARTH,STARTMIN,STARTSEC,starttime,ENDEH,ENDEMIN,ENDESEC,endtime,duration_time,TEXT,Participation_W1,Interupted,MODFRAGE,STRATEGI,VALENZ,Content,Character,Theme,ZEIT,POLHAND,KONKR,OBJ,POLEB,BULA,OBJ1,OBJ1S,OBJ1P,OBJ2,OBJ2S,OBJ2P,GRPDARST,HUMOR,Metaphor,Scold,ZAHLEN,LAGE,WERTE,STATISTI,BEISPIEL,HISTORIE,ZITAT
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",234,0,45,23,2723,0,45,34,2734,11,"but at least as important, because we are saying: we must also show the people at home that we are helping those who caused the crisis to cope with the costs of the crisis.",Steinmeier,no,does not apply,Self-presentation,does not apply,Politics,does not apply,"Special topic banking crisis (here also bad bank, nationalization, Landesbanken, Hypo",Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,"Bürger, Wähler, Volk",trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,Yes,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",235,0,45,34,2734,0,45,45,2745,11,"Peer Steinbrück presented this at the Finance Ministers' Conference in London and received cautious support, which gives us the courage to go to Pittsburgh with it.",Steinmeier,no,does not apply,Self-presentation,does not apply,Politics,does not apply,"Special topic banking crisis (here also bad bank, nationalization, Landesbanken, Hypo",The past,Description of made/not-made policy,General presentation,singular,International level,does not apply,SPD,Peer Steinbrück,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",236,0,45,45,2745,0,45,48,2748,3,"I have read, Mrs. Merkel, that you will support this.",Steinmeier,no,does not apply,Praise from the opponent,does not apply,Politics,does not apply,"Special topic banking crisis (here also bad bank, nationalization, Landesbanken, Hypo",Future,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",237,0,45,48,2748,0,46,6,2766,18,"The question is, what happens after Pittsburgh? It could be that we don't quite get our way with this proposal in Pittsburgh. The crucial question is whether we will then abandon the project or whether we will take the logical step nationally and say: then we will have a stock exchange turnover tax here at home, which we have proposed,",Steinmeier,no,does not apply,Self-presentation,does not apply,Politics,does not apply,"Special topic banking crisis (here also bad bank, nationalization, Landesbanken, Hypo",Future,Announcement of future plans,General presentation,No reference object,does not apply,does not apply,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",238,0,46,6,2766,0,46,8,2768,2,which the CDU has not yet been able to decide on.,Steinmeier,no,does not apply,Attack,Explicitly,Politics,does not apply,"Special topic banking crisis (here also bad bank, nationalization, Landesbanken, Hypo",Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,CDU,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",239,0,46,10,2770,0,46,23,2783,13,"Yes, perhaps the first thing I would like to say is that we have of course improved financial supervision. We have now set minimum requirements for banks. These have to do with payment. But above all, they also have something to do with capital adequacy.",Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,"Special topic banking crisis (here also bad bank, nationalization, Landesbanken, Hypo",The past,Description of made/not-made policy,Concrete statement,singular,Federal level,does not apply,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,Inclusive representation,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",240,0,46,23,2783,0,46,32,2792,9,"Our problem must be: We must never again have a financial institution that can blackmail us as a state. Because they have done badly, they want our help.",Merkel,Illner,does not apply,Attack,Explicitly,Politics,does not apply,"Special topic banking crisis (here also bad bank, nationalization, Landesbanken, Hypo",Future,None of this,does not apply,singular,Federal level,does not apply,Sonstige Akteure,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,Inclusive representation,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",241,0,46,32,2792,0,46,48,2808,16,"And that is exactly what we have already implemented to a very large extent nationally with the minimum requirements, which are also enforced by the Federal Financial Supervisory Authority, and we have gone a long way internationally, I have looked at it, and that must also be an example for others.",Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,"Special topic banking crisis (here also bad bank, nationalization, Landesbanken, Hypo",The past,Description of made/not-made policy,Concrete statement,singular,Federal level,does not apply,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,Inclusive representation,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",242,0,46,48,2808,0,46,50,2810,2,"As far as the tax is concerned, as far as the tax is concerned,",Merkel,Illner,does not apply,No strategy,does not apply,Politics,does not apply,Tax policy in general,Present/generally valid/not recognizable,does not apply,does not apply,No reference object,does not apply,does not apply,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",243,0,46,50,2810,0,46,58,2818,8,"which, incidentally, the Minister of Finance described in May as a Loch Ness monster, I believe",Merkel,Steinmeier,does not apply,Attack,Explicitly,Politics,does not apply,Tax policy in general,The past,None of this,does not apply,singular,Federal level,does not apply,Weitere SPD-Politiker,Peer Steinbrück,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",244,0,46,58,2818,0,46,59,2819,1,"When it was still a Tobin tax, yes",Steinmeier,no,does not apply,Defense,does not apply,Politics,does not apply,Tax policy in general,The past,Description of made/not-made policy,General presentation,singular,Federal level,does not apply,Lager Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",245,0,46,59,2819,0,47,16,2836,17,"so I believe that it ^ really ^ needs to be enforced internationally. If you do it ^ here, you can do it, but it will mean that people who do business elsewhere and we ^ are the ones who suffer, so to speak ^ in terms of jobs.",Merkel,no,does not apply,Attack,Implicit,Politics,does not apply,Tax policy in general,Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,SPD,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,negative impression,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",246,0,47,16,2836,0,47,22,2842,6,"I believe that certain things, such as the taxation of aviation fuel and the like, can only be achieved internationally.",Merkel,no,does not apply,No strategy,does not apply,Politics,does not apply,Tax policy in general,Present/generally valid/not recognizable,does not apply,does not apply,No reference object,does not apply,does not apply,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",247,0,47,22,2842,0,47,28,2848,6,"Others, we can do banking supervision better, or we can do it well on our own, or at least we can do it in Europe.",Merkel,no,does not apply,No strategy,does not apply,Politics,does not apply,"Special topic banking crisis (here also bad bank, nationalization, Landesbanken, Hypo",Present/generally valid/not recognizable,does not apply,does not apply,singular,International level,does not apply,Politik/Parteien allgemein,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",248,0,47,28,2848,0,47,36,2856,8,Organize. That this financial market tax is a so-called Tobin tax and is actually also a demand...It is not?,Illner,Merkel,open question,does not apply,does not apply,Politics,does not apply,Tax policy in general,does not apply,does not apply,does not apply,No reference object,does not apply,does not apply,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",249,0,47,36,2856,0,47,45,2865,9,"No, I think it goes too far for this duel. The Tobin tax was aimed in particular at taxing foreign exchange transactions. That is not the case here.",Steinmeier,no,does not apply,No strategy,does not apply,Politics,does not apply,Tax policy in general,The past,Description of made/not-made policy,Concrete statement,No reference object,does not apply,does not apply,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",250,0,47,45,2865,0,47,56,2876,11,"Obviously, one or two commentators are surprised that it is also a more far-reaching demand, which basically came from the Left Party, that there should be an international financial market tax.",Illner,no,open question,does not apply,does not apply,Politics,does not apply,Tax policy in general,does not apply,does not apply,does not apply,No reference object,does not apply,does not apply,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",251,0,47,56,2876,0,48,9,2889,13,"Are you afraid, Mr. Steinmeier, that the minimum wages, the pension guarantee, the stock market turnover tax and the financial market tax, for example, are too close to the left?",Illner,no,Critical question,does not apply,does not apply,Politics,does not apply,Special topic: Cooperation between the SPD and Die Linke,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",252,0,48,9,2889,0,48,25,2905,16,"I really haven't thought about that argument yet, Ms. Illner. No, ^ on the contrary, it shows that when Oskar Lafontaine ^ says so often in public that he was right ^ it proves that running away from responsibility is clearly the wrong way to go.",Steinmeier,no,does not apply,Attack,Explicitly,Character,Integrity,does not apply,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Linke-Politiker,Oskar Lafontaine,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,Yes,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",253,0,48,25,2905,0,48,46,2926,21,"Perseverance leads to the goal here. We have been saying since two thousand and five that we need stricter rules on the international financial markets and now, in the year two thousand and nine, you can see that the proposal for an international financial market tax is also reaching the stage where we are finding international support. In other words, perseverance over the years leads to the goal,",Steinmeier,Illner,does not apply,Self-presentation,does not apply,Politics,does not apply,Tax policy in general,The past,Description of made/not-made policy,General presentation,singular,Federal level,does not apply,SPD,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",254,0,48,45,2925,0,48,51,2931,6,"but not a flight from responsibility. In this respect, I really haven't come close to the Left Party on this issue.",Steinmeier,no,does not apply,Attack,Explicitly,Politics,does not apply,Special topic: Cooperation between the SPD and Die Linke,Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,Linke,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,Yes,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",255,0,48,51,2931,0,48,54,2934,3,It doesn't matter and you obviously haven't had this idea in your head either.,Illner,no,open question,does not apply,does not apply,Politics,does not apply,Special topic: Cooperation between the SPD and Die Linke,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",256,0,48,54,2934,0,49,17,2957,23,"Nevertheless, these dangerous products are still on the market, they have not been banned, but these derivatives and certificates and securitizations continue to exist and on the other hand, as already mentioned, it has not yet been possible to set up this financial MOT, which would give people the feeling that there is no risk of losing their money sooner or later.",Illner,Steinmeier,Critical question,does not apply,does not apply,Politics,does not apply,"Special topic banking crisis (here also bad bank, nationalization, Landesbanken, Hypo",does not apply,does not apply,does not apply,No reference object,does not apply,does not apply,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",257,0,49,17,2957,0,49,31,2971,14,"But what this was supposed to achieve, including with the billions in support from the state, namely that the flow of credit between banks and companies in Germany would get going again with all these billions, has not happened either.",Illner,no,Critical question,does not apply,does not apply,Politics,does not apply,"Special topic banking crisis (here also bad bank, nationalization, Landesbanken, Hypo",does not apply,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",258,0,49,31,2971,0,49,38,2978,7,"The SPD is recommending something very cute, namely a so-called credit mediator. How can we imagine this? Is this some kind of super nanny for stubborn bankers?",Illner,no,Critical question,does not apply,does not apply,Politics,does not apply,"Special topic banking crisis (here also bad bank, nationalization, Landesbanken, Hypo",does not apply,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",259,0,49,38,2978,0,49,48,2988,10,"Well, I mean it would be, it would be cute, as you say, it would be cute, as you say, to offload the whole problem onto a credit mediator.",Steinmeier,no,does not apply,No strategy,does not apply,Politics,does not apply,"Special topic banking crisis (here also bad bank, nationalization, Landesbanken, Hypo",Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,Moderatoren,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",260,0,49,48,2988,0,49,54,2994,6,"I mean, that's really not it. I mean, nobody here was that naive, not even in the SPD, Ms. Illner, imagine that.",Steinmeier,no,does not apply,Defense,does not apply,Politics,does not apply,"Special topic banking crisis (here also bad bank, nationalization, Landesbanken, Hypo",Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,SPD,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,Yes,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",261,0,49,54,2994,0,50,8,3008,14,"But of course we have said that we must avoid, we must avoid what has happened in the USA. The worst example was set by the collapse of Lehman Brothers Bank. In this respect, we have tried to stop what can be stopped.",Steinmeier,no,does not apply,Self-presentation,does not apply,Politics,does not apply,"Special topic banking crisis (here also bad bank, nationalization, Landesbanken, Hypo",The past,Description of made/not-made policy,Zero statement,singular,Federal level,does not apply,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,Inclusive representation,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",262,0,50,8,3008,0,50,18,3018,10,"The German banks, the important ones, the systemically relevant ones, have largely remained on the market. This in itself was also a protection for manufacturing companies and businesses.",Steinmeier,no,does not apply,Self-presentation,does not apply,Politics,does not apply,"Special topic banking crisis (here also bad bank, nationalization, Landesbanken, Hypo",The past,Description of made/not-made policy,Zero statement,singular,Federal level,does not apply,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,Inclusive representation,no,no,no,no,positive impression,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",263,0,50,18,3018,0,50,23,3023,5,We have not yet solved the problem of the so-called credit crunch.,Steinmeier,no,does not apply,Self-criticism,does not apply,Politics,does not apply,"Special topic banking crisis (here also bad bank, nationalization, Landesbanken, Hypo",Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,Inclusive representation,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",264,0,50,23,3023,0,50,44,3044,21,"There are many different reasons for this. One of the reasons, for example, is that a whole series of foreign banks that made their credit volume available on the German market are simply no longer there. They are no longer there because they are bankrupt or because they have become state-owned banks, like many British banks that are now making their money and credit available on the domestic market.",Steinmeier,Illner,does not apply,Defense,does not apply,Politics,does not apply,"Special topic banking crisis (here also bad bank, nationalization, Landesbanken, Hypo",The past,None of this,does not apply,No reference object,does not apply,does not apply,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,negative impression,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",265,0,50,44,3044,0,51,27,3087,43,"And now we need, now we need further pressure to actually get the banks to pass on the aid we have given them as loans to the real economy, to businesses and companies. We are doing this in talks with the banks, including emphatic talks with the banks, and we have adopted an example from French practice, the so-called credit mediator, which does indeed provide argumentation support for small and medium-sized enterprises in order to obtain loans that have not yet been granted to them. This is a small but effective contribution for a large number of small and medium-sized enterprises.",Steinmeier,no,does not apply,Self-presentation,does not apply,Politics,does not apply,"Special topic banking crisis (here also bad bank, nationalization, Landesbanken, Hypo",Future,Announcement of future plans,Concrete statement,singular,Federal level,does not apply,SPD,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",266,0,51,27,3087,0,51,31,3091,4,"Chancellor, we have now talked a lot about loans, about banks, about managers.",Klöppel,no,open question,does not apply,does not apply,Politics,does not apply,Economic policy area,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",267,0,51,31,3091,0,51,38,3098,7,"Let's talk about the German economy. Do you have any idea, on average, by what percentage the German economy has grown in the last ten years?",Klöppel,no,open question,does not apply,does not apply,Politics,does not apply,General economic situation,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",268,0,51,38,3098,0,52,0,3120,22,"First of all, I have an idea of what a slump we've now had. And that ^ naturally means a deep cut, the like of which has never been seen in 60 years of the Federal Republic. And that's why the task for the next legislative period, and this is what the audience will be voting on September 27, is: How do we get out of this valley as quickly as possible?",Merkel,no,does not apply,No strategy,does not apply,Politics,does not apply,General economic situation,Present/generally valid/not recognizable,does not apply,does not apply,No reference object,does not apply,does not apply,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,negative impression,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",269,0,52,0,3120,0,52,10,3130,10,"And for me, the credo is a three-word sentence, so to speak, and that is: growth creates jobs. And it's about creating jobs.",Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Labor market policy area,Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",270,0,52,10,3130,0,52,20,3140,10,"In recent years, for example, we have always had moderate growth rates of between 2.5 and 2.8, but now we are experiencing a slump the likes of which we have never seen before in our history.",Merkel,no,does not apply,No strategy,does not apply,Politics,does not apply,Economic/financial crisis specifically,The past,None of this,does not apply,No reference object,does not apply,does not apply,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,Yes,negative impression,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",271,0,52,20,3140,0,52,26,3146,6,And now it's all about how we can get out of the valley quickly and create new jobs.,Merkel,Bobbins,does not apply,Self-presentation,does not apply,Politics,does not apply,Economic/financial crisis specifically,Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,Politik/Parteien allgemein,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",272,0,52,26,3146,0,52,47,3167,21,"I asked how many percent they increase on average, it was 1.5 percent per year. Well, good ^ sounds quite good at first glance. If we add this year, then it was just 0.8 percent. You say work through growth. Growth must be generated, but where do you want to get the growth from? It has to be at least two to three percent to actually create jobs here in Germany again. Where will the growth come from?",Klöppel,no,open question,does not apply,does not apply,Politics,does not apply,Economic policy area,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",273,0,52,47,3167,0,52,55,3175,8,It is indeed the case ^ that 1.5 percent growth only just maintains the number of jobs. We need more growth.,Merkel,no,does not apply,Self-criticism,does not apply,Politics,does not apply,Economic policy area,Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,"Bürger, Wähler, Volk",trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",274,0,52,55,3175,0,53,11,3191,16,"Growth comes from motivating employees on the one hand. That's why we also want to offer tax relief for people via the pay scale, because we say that people need to have more net income again so that performance really pays off.",Merkel,Bobbins,does not apply,Self-presentation,does not apply,Politics,does not apply,Economic policy area,The future,Announcement of future plans,General presentation,singular,Federal level,does not apply,CDU/CSU (Unionsparteien),trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,Yes,no,no,neutral/not available,Yes,no,no,no,no
